Title,Review,Rating
Focal Banger,"Picked up a four-pack from the Stowe brewery 7-29-23 for $13. Canned 7-25-23; consumed the first two for review 7-30-23.Beer poured a hazy golden with a nice white head that has sustained hang time.Nose is very nice, fresh citrus abounds from the glass long after pouring.Taste is spot on. The light pale malt base displays the grapefruit forward hops and it tastes like the pink grapefruit fresh off my tree at my old PHX house in the spring. Finishes with a superb rind and pine bitterness; 7/10 on my scale.Mouthfeel is light bodied with each sip very refreshing.Overall, yep, the hype is correct on this one. This is a world class ipa!",5
Focal Banger,"Canned on 7/18/23 - Just 15 days ago!Drank most from can as directed, but did pour 4 oz amount in rocks glass for appearanceAppearance – The beer pours a lightly hazed lime-yellow color with a small head of white foam. The head has a good level of retention, fading slowly over time and leaving tons of streaky lace on the sides of the glass.Smell – The aroma is strong of a grapefruit and herbal hop smell mixed with notes of cracker malt and a touch of bread and toast. Other hop aromas of pine and earth, are there as well, with all the aromas having a fresh “raw” like smell. Hints of caramel and a sizeable grass like smell are there as well, giving a rather green smell overall.Taste – The taste begins with a crisp cracker malt body paired with a lot of the “raw” hop that was present in the nose. An herbal hop is the biggest, but is accompanied by a decent showing of grapefruit as well. Other light earthy flavors mix in as time goes on all while a little bit of caramel and orange that were present upfront fade. The grass that was in the nose also joins the scene, all with a bit of an increase in the hop. Toward the end, the fresh hop taste steps it up even more, giving a quite heave hop pellet like taste to linger on the tongue.Mouthfeel – The body of the brew is medium in thickness and creaminess with a moderate carbonation. For the mix of big fresh hop with crisp body, the middle of the road mouthfeel balances the two attributes rather well.Overall – A rather fresh, raw hop pellet tasting IPA. I like it, but in some ways a bit unbalanced with bitterness at the end. Certainly, a great brew, although I am not sure it deserves as much hype as it gets.",4.65
Focal Banger,Hell of a good tasting beer. I get some bitter citrus and a snappy hop bitter finish. Would not call it hazy by any standard based on taste. I’m drinking from the can as per instructions so can’t say anything about the look.Tasty beer but at a tough price point for my blood. Now and again if i see it…,4.79
Focal Banger,"Pours a hazy yellow color.Aroma: orange and papaya, a little bit of pineapple.Taste: follows the nose. Some malty sweetness balanced with citrus pith.Overall: This is a wonderfully balanced beer. Nice fruity flavors, with just the right amount of bitterness. An outstanding hazy.",3.22
Focal Banger,Amazing like i was told. They say leave it the can but i poured it into my can glass lol..,4.49
I Let My Tape Rock,"BBA from Wakefest 2022Pours dark and fairly thick, minimal head. Has some coconut floaters. Massive chocolate aroma mixes with light coffee and sweet vanilla; coconut lingers on the finish. Flavor is molten chocolate espresso lava cake, chocolate covered coconut flakes, I get a little cherry cordials on the finish. Thick and creamy, yet there is a hint of lively carbonation. Overall an amazing beer, a year old and the coconut is still there.4/5/23Bomber4.5 rating",4.78
I Let My Tape Rock,"Batch 1: Glad to have tried this coconut dreamboat! Coconut rocks abound, plus rich vanilla, cocoa, maple, and awesome rye to balance everything out. Super thicc, old school JWB mouthfeel; super impressed by this gem!",4.44
I Let My Tape Rock,Had in 2018 was probably my favorite J. Wakefield to date. Great collaboration of flavors and enjoyed this a lot. Thought feel could have been a little better.,4.24
West Ashley,"Had on tap. Cloudy pale yellow pour with a pearl white head. Barnyard funk, big citrus, apricot, bright oak and faint flowers in the nose. Taste is much the same, moderate potency amongst a delicate and artful body. Otherwise sour with beautiful oak texture, bright and medium bodied with a kiss of acidity",4.77
Ephraim,"Picked-up two four-packs of cans at Hill Farmstead Brewery in Greensboro Bend Vermont for about twenty two dollars. My twenty first brew from these guys. Good, but a bit overrated for me.",4.5
Ephraim,"Look - Nice hazy tannish orange with a ncie white head rimming and lacingSmell - more faint than I would guess. Mostly citrus slight floral dankTaste - Dank Resin Citrus with a slight caramel malt backboneFeel - Full body with a lighter carb, slight creamyOverall - almost like a cross between a west coast and an east coast",4.58
Ephraim,"While Boneyard Notorious is still my favorite traditional / West coast stylized triple IPA, this is quite enjoyable - dank, a touch fruity, big in hoppy bite and some ethanol, yet still pretty smooth. Dig!",4.44
Ephraim,"12oz can from HF. Hazy golden pour, fine white foamy head. Piney, hoppy aroma, citrus peel. Taste is oranges, citrus peel, light caramel malts. Very smooth, juicy, lingering bitter finish. Sublime.",3.7
Ephraim,"Canned on 5/25/22; consumed on 6/14/22Pours a hazy, largely translucent dark orange body topped with two fingers of fluffy, slightly off-white foam; good head retention leaves a half-finger of cap, a slim, frothy collar, and myriad spattering of webby/spotty lacing strewn across the walls of the glass.Aroma highlights dank orange oils and accents of sunflower petals/general florality upfront, leaving crackery malt lingering into soft, grassy resins glossing over soft lemon peel over time.Taste features waxy peach zest within a resinous overlay as grapefruit steadily washes over a catty/peppery undertone; light moss and wilted mint over the mid-palate fade to residual pine past the finish.Mouthfeel brings a medium body and a choppy fluff of moderate carbonation, dispersing dry textures and a pseudo-bittering over the mid-palate before eventually fading to a flaky crispness; a resinous glide brightens over the back end as bits of residual grit prickle the finish.A warming aggression peeks through the stability of crackery malt and floral resins, an unforeseen grit waving across the normally clean Hill IPA profile; the subtle bittering and choppier tones of earth the result ultimately lend to a slightly more varied and intense profile to contrast the largely delicate base.",4.63
Coffee Cinnamon B-Bomb,2017 version sampled in a short glass as a bar share at Ansaris. A wonderful blended treat.,4.25
Coffee Cinnamon B-Bomb,"Stumbled upon this while gazing and kept coming back to it. Glad I finally decided to buy it. Great mouth feel, delicious taste that has the mentioned cinnamon and coffee with additional hints of berry (similar to açaí). Great beer overall!",4.56
Coffee Cinnamon B-Bomb,"I didn’t know if I’ve had this before, but tonight I went through my Fremonts and saw I had two, so....A beer that lives up to the ratings and rankings.2018 vintage, and if this has faded, I can only imagine how strong it is fresh.Pours dark, frothy creamy head and persistent lacing. Strong scents of cinnamon, coffee, and bourbon barrel over dark malt. Taste is very strong flavors of cinnamon, coffee, dark fruit, cocoa, and bourbon barrel. Damn, does this taste good. Medium bodied, mouth watering, a very barrel forward presence.This is just a goddamn great beer. Although I probably won’t let my second bottle get too much older, as this is in prime drinking time.",4.33
Coffee Cinnamon B-Bomb,"Purchased on Tavour. Dark caramel color. Smell awakens the senses with coffee & cinnamon dominating. Taste follows, light bourbon an the back end. Feel is medium thickness. Overall, a wonderful strong ale.",4.25
Coffee Cinnamon B-Bomb,"8 ounce pour - $10.00 at Woodstock Beer Market in Woodstock, Georgia.Appearance: Presents a very dark brown-hued body with a slim, scant ring of beige foam.Smell: Resounding, rich dark maltiness infused with cinnamon-vanilla infused sugar, (subtler) coffee, chocolate powder, German dark bread, dark syrup, dark fruits (all tings dark, really).Taste: Sweetish dark maltiness of toasted black bread, rounded roasted barley, scorched raw sugars with a mellow-minded earthy, woodsy quality from the spice and barrel. A pleasant, agreeable spiciness, particularly with the cinnamon without venturing into heavy-handed crap-can Red Hot candy territory. Dark fruitiness a little raisiny. Touches of vanilla creme, Dutch stroop. Subtle coffee infusion. Good amount of barrel character, it's certainly warming though never heated or hot. Continued traces of fruit and spice on the silken finish.Mouthfeel: Medium-plus body. Low carbonation. Smooth, supple mouthfeel.Overall: Enjoyable.",4.3
